# BLASTP 2.14.0+
# Query: 4CRP_A
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 7 hits found
4CRP_A	XP_021370303.1	31.373	102	64	3	6	106	249	345	2.54e-07	59.3
4CRP_A	XP_021370303.1	30.000	100	64	2	8	106	348	442	9.55e-06	54.7
4CRP_A	XP_021370303.1	26.000	100	68	2	8	106	642	736	1.85e-04	51.2
4CRP_A	XP_021370303.1	31.395	86	54	1	21	106	168	248	2.21e-04	50.8
4CRP_A	XP_021370303.1	27.000	100	67	2	8	106	445	539	0.010	46.2
4CRP_A	XP_021370303.1	27.059	85	56	2	23	107	70	148	0.60	41.2
4CRP_A	XP_021370303.1	28.000	75	49	1	21	95	556	625	0.72	40.8
# BLASTP 2.14.0+
# Query: 4JJC_A
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
4JJC_A	5NP3_A	24.561	57	43	0	1	57	5	61	6.13e-05	47.0
# BLASTP 2.14.0+
# Query: 4J9F_A
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
4J9F_A	1ABO_A	25.424	59	44	0	4	62	3	61	2.72e-06	50.4
# BLASTP 2.14.0+
# Query: 1ZH8_A
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
1ZH8_A	WP_236681750.1	27.914	326	225	7	2	319	4	327	5.50e-48	174
# BLASTP 2.14.0+
# Query: 3EG1_B
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
3EG1_B	3EG0_A	27.778	54	39	0	2	55	7	60	2.05e-06	50.4
# BLASTP 2.14.0+
# Query: 1KKL_I
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
1KKL_I	WP_191715669.1	37.805	82	51	0	4	85	5	86	3.74e-13	69.7
# BLASTP 2.14.0+
# Query: 2EGE_A
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
2EGE_A	2EGE_A	26.761	71	52	0	4	74	4	74	2.51e-08	56.6
# BLASTP 2.14.0+
# Query: 5AWW_G
# Database: blastdb/nr
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 1 hits found
5AWW_G	WP_246021232.1	45.946	37	19	1	17	52	4039	4075	4.9	37.0
# BLASTP 2.14.0+
# Query: 6CWY_D
# Database: blastdb/nr
